name	support	dist	leaves	sample1_sum	sample1_min	sample1_max	sample1_mean	sample1_variance	sample2_sum	sample2_min	sample2_max	sample2_mean	sample2_variance	sample3_sum	sample3_min	sample3_max	sample3_mean	sample3_variance	sample4_sum	sample4_min	sample4_max	sample4_mean	sample4_variance	sample5_sum	sample5_min	sample5_max	sample5_mean	sample5_variance	random_type_counter	taxid	sci_name	common_name	lineage	rank	named_lineage	nleaves	sample1	sample2	sample3	sample4	sample5	random_type
g__UBA57	1.0	1.0	14	8.1	0.18	0.99	0.5785714285714285		6.2	0.01	0.83	0.4428571428571429		6.41	0.05	1.0	0.45785714285714285		7.8	0.07	1.0	0.5571428571428572		5.67	0.04	0.9	0.40499999999999997		medium--5||low--6||high--3	g__UBA57	g__UBA57		1;2;79;549;550;1224;1225	genus	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57	14						
f__Nitrosocaldaceae	1.0	1.0	12	5.39	0.01	0.93	0.44916666666666666		7.319999999999999	0.14	0.93	0.61		7.27	0.09	1.0	0.6058333333333333		6.87	0.25	0.98	0.5725		6.390000000000001	0.1	0.86	0.5325000000000001		medium--7||high--3||low--2	f__Nitrosocaldaceae	f__Nitrosocaldaceae		1;2;79;549;550;1658	family	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae	12						
f__UBA183	1.0	1.0	11	6.34	0.13	0.94	0.5763636363636363		5.7700000000000005	0.03	0.89	0.5245454545454545		5.17	0.05	0.94	0.47		5.58	0.04	0.82	0.5072727272727273		5.0200000000000005	0.06	0.94	0.4563636363636364		low--4||medium--1||high--6	f__UBA183	f__UBA183		1;2;79;549;550;2375	family	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183	11						
g__UBA213	1.0	1.0	4	2.84	0.31	0.97	0.71		1.62	0.01	0.91	0.405		2.88	0.39	0.99	0.72		2.12	0.0	1.0	0.53		2.08	0.17	0.79	0.52		medium--2||low--2	g__UBA213	g__UBA213		1;2;79;549;550;2575;2576	genus	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA213;g__UBA213	4						
g__JACAEJ01	1.0	1.0	2	0.6900000000000001	0.17	0.52	0.34500000000000003		0.59	0.12	0.47	0.295		1.47	0.49	0.98	0.735		0.7	0.35	0.35	0.35		0.39	0.06	0.33	0.195		low--1||high--1	g__JACAEJ01	g__JACAEJ01		1;2;79;549;550;5005;5006	genus	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACAEJ01;g__JACAEJ01	2						
g__JAAOZN01	1.0	1.0	2	1.1800000000000002	0.38	0.8	0.5900000000000001		1.17	0.51	0.66	0.585		1.22	0.42	0.8	0.61		1.1	0.23	0.87	0.55		1.34	0.55	0.79	0.67		medium--1||high--1	g__JAAOZN01	g__JAAOZN01		1;2;79;549;550;5705;5706	genus	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAAOZN01;g__JAAOZN01	2						
GB_GCA_002495315.1	1.0	1.0	1	0.74	0.74	0.74	0.74		0.22	0.22	0.22	0.22		0.86	0.86	0.86	0.86		0.46	0.46	0.46	0.46		0.07	0.07	0.07	0.07		medium--1	GB_GCA_002495315.1	GB_GCA_002495315.1		1;2;79;549;550;6254;6255;6256;6257	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA141;g__UBA141;s__UBA141 sp002495315;GB_GCA_002495315.1	1						
f__CADDZS01	1.0	1.0	2	1.25	0.46	0.79	0.625		0.39	0.19	0.2	0.195		1.3900000000000001	0.66	0.73	0.6950000000000001		1.6600000000000001	0.76	0.9	0.8300000000000001		1.6800000000000002	0.75	0.93	0.8400000000000001		high--1||medium--1	f__CADDZS01	f__CADDZS01		1;2;79;549;550;6417	family	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__CADDZS01	2						
f__NZ13-MGT	1.0	1.0	15	8.4	0.02	0.89	0.56		8.34	0.07	0.97	0.5559999999999999		5.7700000000000005	0.03	0.95	0.3846666666666667		5.99	0.06	0.92	0.3993333333333334		7.61	0.04	0.92	0.5073333333333333		high--6||medium--4||low--5	f__NZ13-MGT	f__NZ13-MGT		1;2;79;549;1776;1777	family	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT	15						
f__HR02	1.0	1.0	13	6.48	0.02	0.97	0.4984615384615385		8.45	0.12	0.99	0.6499999999999999		8.139999999999999	0.12	0.97	0.6261538461538461		5.5	0.0	0.93	0.4230769230769231		7.3100000000000005	0.22	0.95	0.5623076923076924		low--5||high--2||medium--6	f__HR02	f__HR02		1;2;79;549;1776;2136	family	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02	13						
f__Caldarchaeaceae	1.0	1.0	7	3.21	0.01	0.97	0.4585714285714286		4.85	0.35	0.99	0.6928571428571428		4.42	0.33	0.99	0.6314285714285715		4.14	0.37	0.87	0.5914285714285714		3.68	0.2	0.84	0.5257142857142857		medium--4||low--2||high--1	f__Caldarchaeaceae	f__Caldarchaeaceae		1;2;79;549;1776;2205	family	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae	7						
f__JDFR-13	1.0	1.0	5	3.1400000000000006	0.13	0.95	0.6280000000000001		3.14	0.37	0.96	0.628		2.9799999999999995	0.07	0.94	0.5959999999999999		2.3400000000000003	0.08	0.74	0.4680000000000001		1.38	0.09	0.84	0.27599999999999997		medium--3||low--1||high--1	f__JDFR-13	f__JDFR-13		1;2;79;549;2646;2647	family	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13	5						
g__Conexivisphaera	1.0	1.0	3	1.26	0.19	0.73	0.42		1.79	0.13	0.84	0.5966666666666667		1.09	0.04	0.66	0.36333333333333334		1.7999999999999998	0.1	0.88	0.6		1.79	0.45	0.79	0.5966666666666667		high--1||medium--1||low--1	g__Conexivisphaera	g__Conexivisphaera		1;2;79;549;3475;3476;3477	genus	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera	3						
g__UBA164	1.0	1.0	3	1.49	0.14	0.75	0.49666666666666665		1.1500000000000001	0.1	0.95	0.38333333333333336		1.46	0.16	0.67	0.48666666666666664		2.37	0.71	0.92	0.79		1.84	0.52	0.66	0.6133333333333334		low--1||high--2	g__UBA164	g__UBA164		1;2;79;549;3475;4698;4699	genus	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164	3						
GB_GCA_011333845.1	1.0	1.0	1	0.11	0.11	0.11	0.11		0.91	0.91	0.91	0.91		0.59	0.59	0.59	0.59		0.06	0.06	0.06	0.06		0.98	0.98	0.98	0.98		high--1	GB_GCA_011333845.1	GB_GCA_011333845.1		1;2;79;549;3475;4799;4800;4801;4802	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__DTJL01;g__DTJL01;s__DTJL01 sp011333845;GB_GCA_011333845.1	1						
GB_GCA_014361085.1	1.0	1.0	1	0.14	0.14	0.14	0.14		0.48	0.48	0.48	0.48		0.87	0.87	0.87	0.87		0.84	0.84	0.84	0.84		0.49	0.49	0.49	0.49		high--1	GB_GCA_014361085.1	GB_GCA_014361085.1		1;2;79;549;6671;6672;6673;6674;6675	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__JACIWG01;f__JACIWG01;g__JACIWG01;s__JACIWG01 sp014361085;GB_GCA_014361085.1	1						
f__UBA233	1.0	1.0	68	34.85	0.02	0.99	0.5125000000000001		35.24999999999999	0.01	0.98	0.5183823529411764		36.17	0.0	0.98	0.5319117647058824		34.51	0.01	0.99	0.5075		35.21	0.01	0.99	0.5177941176470588		low--23||medium--16||high--29	f__UBA233	f__UBA233		1;2;79;1547;1548;1549	family	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233	68						
f__B26-1	1.0	1.0	17	8.790000000000001	0.13	0.92	0.5170588235294118		10.09	0.13	1.0	0.5935294117647059		9.979999999999999	0.2	0.95	0.5870588235294116		7.37	0.11	0.99	0.4335294117647059		8.2	0.02	0.83	0.48235294117647054		low--5||high--7||medium--5	f__B26-1	f__B26-1		1;2;79;1547;1548;2255	family	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1	17						
f__BA1	1.0	1.0	9	3.52	0.01	0.81	0.39111111111111113		3.5400000000000005	0.04	0.71	0.39333333333333337		4.34	0.06	0.98	0.4822222222222222		4.159999999999999	0.05	0.99	0.46222222222222215		3.8499999999999996	0.01	0.79	0.42777777777777776		low--5||high--2||medium--2	f__BA1	f__BA1		1;2;79;1547;1548;2803	family	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1	9						
s__B24-2 sp002490245	1.0	1.0	2	1.08	0.44	0.64	0.54		0.35	0.12	0.23	0.175		0.98	0.29	0.69	0.49		1.02	0.26	0.76	0.51		0.31	0.15	0.16	0.155		high--1||low--1	s__B24-2 sp002490245	s__B24-2 sp002490245		1;2;79;1547;1548;3576;3577;3578	species	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B24-2;g__B24-2;s__B24-2 sp002490245	2						
GB_GCA_009889585.1	1.0	1.0	1	0.74	0.74	0.74	0.74		0.35	0.35	0.35	0.35		0.15	0.15	0.15	0.15		0.68	0.68	0.68	0.68		0.8	0.8	0.8	0.8		medium--1	GB_GCA_009889585.1	GB_GCA_009889585.1		1;2;79;1547;1548;5969;5970;5971;5972	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__WUQV01;g__WUQV01;s__WUQV01 sp009889585;GB_GCA_009889585.1	1						
GB_GCA_004376645.1	1.0	1.0	1	0.1	0.1	0.1	0.1		0.87	0.87	0.87	0.87		0.36	0.36	0.36	0.36		0.0	0.0	0.0	0.0		0.79	0.79	0.79	0.79		low--1	GB_GCA_004376645.1	GB_GCA_004376645.1		1;2;79;1547;1548;6544;6545;6546;6547	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__SOJC01;g__SOJC01;s__SOJC01 sp004376645;GB_GCA_004376645.1	1						
f__40CM-2-53-6	1.0	1.0	31	12.989999999999998	0.0	0.99	0.4190322580645161		16.5	0.02	0.99	0.532258064516129		16.21	0.0	0.97	0.5229032258064517		11.160000000000002	0.0	0.94	0.36000000000000004		16.85	0.02	1.0	0.5435483870967742		medium--11||low--10||high--10	f__40CM-2-53-6	f__40CM-2-53-6		1;2;79;1547;1932;1933	family	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6	31						
g__DTDX01	1.0	1.0	3	1.23	0.31	0.6	0.41		1.3599999999999999	0.24	0.7	0.4533333333333333		1.61	0.03	0.9	0.5366666666666667		1.06	0.0	0.59	0.35333333333333333		1.46	0.3	0.64	0.48666666666666664		low--2||medium--1	g__DTDX01	g__DTDX01		1;2;79;1547;1932;2739;2740	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__DTDX01	3						
f__RBG-13-38-9	1.0	1.0	3	1.4300000000000002	0.05	0.83	0.47666666666666674		1.31	0.13	0.65	0.4366666666666667		2.2	0.57	0.97	0.7333333333333334		1.25	0.06	0.6	0.4166666666666667		1.1600000000000001	0.19	0.59	0.3866666666666667		low--2||medium--1	f__RBG-13-38-9	f__RBG-13-38-9		1;2;79;1547;1932;4874	family	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__RBG-13-38-9	3						
f__DTGE01	1.0	1.0	2	1.2	0.43	0.77	0.6		1.05	0.13	0.92	0.525		0.9500000000000001	0.03	0.92	0.47500000000000003		0.74	0.27	0.47	0.37		0.92	0.39	0.53	0.46		high--1||low--1	f__DTGE01	f__DTGE01		1;2;79;1547;1932;5634	family	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTGE01	2						
g__FEN-987	1.0	1.0	2	1.37	0.55	0.82	0.685		0.55	0.11	0.44	0.275		1.08	0.27	0.81	0.54		1.12	0.39	0.73	0.56		1.3900000000000001	0.55	0.84	0.6950000000000001		low--2	g__FEN-987	g__FEN-987		1;2;79;1547;1932;7565;7566	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__FEN-987	2						
f__B25	1.0	1.0	10	4.81	0.1	0.81	0.481		4.09	0.03	0.74	0.409		6.06	0.02	0.99	0.606		5.0600000000000005	0.02	0.99	0.506		4.49	0.06	0.9	0.449		medium--2||low--4||high--4	f__B25	f__B25		1;2;79;1547;2960;2961	family	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25	10						
f__B24	1.0	1.0	7	3.65	0.12	0.77	0.5214285714285715		2.62	0.17	0.5	0.3742857142857143		2.96	0.05	0.85	0.4228571428571429		2.3499999999999996	0.06	0.76	0.3357142857142857		3.4299999999999997	0.13	0.89	0.48999999999999994		medium--3||high--1||low--3	f__B24	f__B24		1;2;79;1547;3588;3589	family	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24	7						
g__DRYS01	1.0	1.0	3	1.6800000000000002	0.08	0.93	0.56		1.5100000000000002	0.13	0.93	0.5033333333333334		2.08	0.49	0.87	0.6933333333333334		0.31000000000000005	0.0	0.17	0.10333333333333335		0.29000000000000004	0.0	0.27	0.09666666666666668		high--2||medium--1	g__DRYS01	g__DRYS01		1;2;79;1547;3588;3669;3670	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__DRYS01;g__DRYS01	3						
f__TCS64	1.0	1.0	10	4.92	0.19	0.94	0.492		5.21	0.09	0.87	0.521		4.32	0.13	0.99	0.43200000000000005		5.84	0.13	0.97	0.584		4.24	0.02	0.84	0.42400000000000004		high--7||medium--2||low--1	f__TCS64	f__TCS64		1;2;79;1547;4406;4407	family	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64	10						
GB_GCA_003662535.1	1.0	1.0	1	0.69	0.69	0.69	0.69		0.05	0.05	0.05	0.05		0.57	0.57	0.57	0.57		0.55	0.55	0.55	0.55		0.09	0.09	0.09	0.09		medium--1	GB_GCA_003662535.1	GB_GCA_003662535.1		1;2;79;1547;5542;5543;5544;5545;5546	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__B24-G1;g__B24-G1;s__B24-G1 sp003662535;GB_GCA_003662535.1	1						
g__EX4484-135	1.0	1.0	2	1.08	0.25	0.83	0.54		0.8200000000000001	0.05	0.77	0.41000000000000003		0.94	0.32	0.62	0.47		1.6400000000000001	0.78	0.86	0.8200000000000001		1.2799999999999998	0.59	0.69	0.6399999999999999		medium--2	g__EX4484-135	g__EX4484-135		1;2;79;1547;5542;6837;6838	genus	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__EX4484-135;g__EX4484-135	2						
GB_GCA_001775995.1	1.0	1.0	1	0.47	0.47	0.47	0.47		0.42	0.42	0.42	0.42		0.96	0.96	0.96	0.96		0.51	0.51	0.51	0.51		0.68	0.68	0.68	0.68		low--1	GB_GCA_001775995.1	GB_GCA_001775995.1		1;2;79;1547;7576;7577;7578;7579;7580	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__RBG-16-48-13;g__RBG-16-48-13;s__RBG-16-48-13 sp001775995;GB_GCA_001775995.1	1						
g__WYZ-LMO8	1.0	1.0	9	4.08	0.0	0.83	0.45333333333333337		3.96	0.05	0.84	0.44		4.59	0.1	0.91	0.51		3.9899999999999998	0.01	0.95	0.4433333333333333		4.860000000000001	0.1	0.9	0.5400000000000001		low--5||high--1||medium--3	g__WYZ-LMO8	g__WYZ-LMO8		1;2;79;1680;1681;1682;1683	genus	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8	9						
s__DTCF01 sp011364865	1.0	1.0	2	1.01	0.23	0.78	0.505		1.62	0.68	0.94	0.81		1.45	0.49	0.96	0.725		1.6	0.64	0.96	0.8		0.27	0.02	0.25	0.135		high--2	s__DTCF01 sp011364865	s__DTCF01 sp011364865		1;2;79;1680;1681;3324;3325;3326	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__DTCF01;g__DTCF01;s__DTCF01 sp011364865	2						
f__B40-G2	1.0	1.0	2	0.35	0.15	0.2	0.175		0.37	0.09	0.28	0.185		0.51	0.2	0.31	0.255		1.54	0.76	0.78	0.77		0.9	0.02	0.88	0.45		high--2	f__B40-G2	f__B40-G2		1;2;79;1680;1681;5369	family	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2	2						
f__Methanomethylicaceae	1.0	1.0	18	11.030000000000001	0.02	0.97	0.6127777777777779		10.490000000000002	0.13	0.93	0.5827777777777778		8.729999999999999	0.07	0.94	0.48499999999999993		8.16	0.02	0.73	0.45333333333333337		10.620000000000001	0.05	0.99	0.5900000000000001		low--7||high--7||medium--4	f__Methanomethylicaceae	f__Methanomethylicaceae		1;2;79;1680;2518;2519	family	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae	18						
GB_GCA_003649085.1	1.0	1.0	1	0.89	0.89	0.89	0.89		0.93	0.93	0.93	0.93		0.2	0.2	0.2	0.2		0.69	0.69	0.69	0.69		0.99	0.99	0.99	0.99		low--1	GB_GCA_003649085.1	GB_GCA_003649085.1		1;2;79;1680;2518;4332;4333;4334;4335	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__B66-G16;g__B66-G16;s__B66-G16 sp003649085;GB_GCA_003649085.1	1						
s__DTDM01 sp011362245	1.0	1.0	2	0.82	0.25	0.57	0.41		1.02	0.19	0.83	0.51		0.83	0.22	0.61	0.415		0.53	0.26	0.27	0.265		1.6800000000000002	0.75	0.93	0.8400000000000001		high--1||low--1	s__DTDM01 sp011362245	s__DTDM01 sp011362245		1;2;79;1680;2598;2599;2600;2601	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__DTDM01;f__DTDM01;g__DTDM01;s__DTDM01 sp011362245	2						
g__B29-G17	1.0	1.0	3	1.31	0.18	0.68	0.4366666666666667		1.03	0.15	0.46	0.3433333333333333		1.5099999999999998	0.19	0.82	0.5033333333333333		0.48	0.03	0.26	0.16		0.68	0.01	0.54	0.22666666666666668		medium--1||high--1||low--1	g__B29-G17	g__B29-G17		1;2;79;1680;2797;2798;2799	genus	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__B29-G17;g__B29-G17	3						
s__B10-G16 sp003649185	1.0	1.0	2	1.16	0.21	0.95	0.58		1.0	0.36	0.64	0.5		0.5	0.05	0.45	0.25		0.61	0.3	0.31	0.305		0.2	0.01	0.19	0.1		medium--1||low--1	s__B10-G16 sp003649185	s__B10-G16 sp003649185		1;2;79;1680;2797;3119;3120;3121	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__B10-G16;g__B10-G16;s__B10-G16 sp003649185	2						
g__DSZF01	1.0	1.0	5	3.54	0.36	1.0	0.708		2.58	0.01	0.87	0.516		2.9599999999999995	0.3	0.89	0.5919999999999999		3.73	0.57	0.85	0.746		3.0	0.14	0.91	0.6		high--2||low--2||medium--1	g__DSZF01	g__DSZF01		1;2;79;1680;2797;4050;4051	genus	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__DSZF01;g__DSZF01	5						
f__Korarchaeaceae	1.0	1.0	9	6.0200000000000005	0.17	0.98	0.668888888888889		5.369999999999999	0.03	0.84	0.5966666666666666		4.4399999999999995	0.08	0.92	0.4933333333333333		4.25	0.03	0.87	0.4722222222222222		3.6600000000000006	0.02	0.99	0.40666666666666673		high--5||low--1||medium--3	f__Korarchaeaceae	f__Korarchaeaceae		1;2;79;2172;2173;2174	family	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae	9						
s__B14-G2 sp003661385	1.0	1.0	2	0.99	0.36	0.63	0.495		0.82	0.09	0.73	0.41		0.7999999999999999	0.08	0.72	0.39999999999999997		0.27	0.1	0.17	0.135		1.51	0.71	0.8	0.755		high--1||medium--1	s__B14-G2 sp003661385	s__B14-G2 sp003661385		1;2;79;2172;2173;3036;3037;3038	species	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__B14-G2;g__B14-G2;s__B14-G2 sp003661385	2						
g__QMVU01	1.0	1.0	2	1.18	0.31	0.87	0.59		0.74	0.24	0.5	0.37		1.3399999999999999	0.62	0.72	0.6699999999999999		1.75	0.79	0.96	0.875		0.75	0.22	0.53	0.375		high--1||low--1	g__QMVU01	g__QMVU01		1;2;79;2172;2173;4357;4358	genus	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__QMVU01;g__QMVU01	2						
GB_GCA_011041895.1	1.0	1.0	1	0.26	0.26	0.26	0.26		0.7	0.7	0.7	0.7		0.62	0.62	0.62	0.62		0.94	0.94	0.94	0.94		0.21	0.21	0.21	0.21		medium--1	GB_GCA_011041895.1	GB_GCA_011041895.1		1;2;79;2172;7981;7982;7983;7984;7985	subspecies	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895;GB_GCA_011041895.1	1						
g__JAAOZP01	1.0	1.0	5	2.0700000000000003	0.18	0.63	0.41400000000000003		1.79	0.16	0.68	0.358		3.3	0.47	0.94	0.6599999999999999		2.1999999999999997	0.15	0.77	0.43999999999999995		1.6600000000000001	0.07	0.69	0.332		medium--1||low--3||high--1	g__JAAOZP01	g__JAAOZP01		1;2;79;2989;2990;2991;2992	genus	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZP01;g__JAAOZP01	5						
s__EX4484-205 sp002255045	1.0	1.0	2	0.43	0.18	0.25	0.215		1.69	0.83	0.86	0.845		1.13	0.52	0.61	0.565		1.23	0.54	0.69	0.615		0.8300000000000001	0.15	0.68	0.41500000000000004		high--1||medium--1	s__EX4484-205 sp002255045	s__EX4484-205 sp002255045		1;2;79;2989;2990;3614;3615;3616	species	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__EX4484-205;g__EX4484-205;s__EX4484-205 sp002255045	2						
GB_GCA_011332645.1	1.0	1.0	1	0.59	0.59	0.59	0.59		0.46	0.46	0.46	0.46		0.22	0.22	0.22	0.22		0.38	0.38	0.38	0.38		0.6	0.6	0.6	0.6		high--1	GB_GCA_011332645.1	GB_GCA_011332645.1		1;2;79;2989;2990;4240;4241;4242;4243	subspecies	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__DTQO01;g__DTQO01;s__DTQO01 sp011332645;GB_GCA_011332645.1	1						
GB_GCA_011371845.1	1.0	1.0	1	0.55	0.55	0.55	0.55		0.12	0.12	0.12	0.12		0.08	0.08	0.08	0.08		0.83	0.83	0.83	0.83		0.72	0.72	0.72	0.72		medium--1	GB_GCA_011371845.1	GB_GCA_011371845.1		1;2;79;2989;2990;6215;6216;6217;6218	subspecies	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__DRUP01;g__DRUP01;s__DRUP01 sp011371845;GB_GCA_011371845.1	1						
GB_GCA_011605715.1	1.0	1.0	1	0.04	0.04	0.04	0.04		0.31	0.31	0.31	0.31		0.44	0.44	0.44	0.44		0.28	0.28	0.28	0.28		0.13	0.13	0.13	0.13		high--1	GB_GCA_011605715.1	GB_GCA_011605715.1		1;2;79;2989;2990;6737;6738;6739;6740	subspecies	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZO01;g__JAAOZO01;s__JAAOZO01 sp011605715;GB_GCA_011605715.1	1						
GB_GCA_003661605.1	1.0	1.0	1	0.76	0.76	0.76	0.76		0.41	0.41	0.41	0.41		0.1	0.1	0.1	0.1		0.16	0.16	0.16	0.16		0.59	0.59	0.59	0.59		high--1	GB_GCA_003661605.1	GB_GCA_003661605.1		1;2;79;6305;6306;6307;6308;6309;6310	subspecies	root;d__Archaea;p__Thermoproteota;c__QMWL01;o__QMWL01;f__QMWL01;g__QMWL01;s__QMWL01 sp003661605;GB_GCA_003661605.1	1						
g__Sulfolobus	1.0	1.0	57	27.87	0.02	0.96	0.48894736842105263		26.700000000000003	0.02	1.0	0.468421052631579		30.260000000000005	0.02	0.97	0.5308771929824563		25.96	0.0	0.95	0.4554385964912281		22.95	0.01	0.99	0.4026315789473684		high--20||medium--21||low--16	g__Sulfolobus	g__Sulfolobus		1;2;79;80;81;82;83	genus	root;d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus	57						
g__Saccharolobus	1.0	1.0	44	23.94	0.02	0.99	0.5440909090909091		22.520000000000003	0.04	0.98	0.5118181818181818		25.64	0.02	0.99	0.5827272727272728		23.09	0.04	0.96	0.5247727272727273		22.96	0.02	0.96	0.5218181818181818		high--16||medium--17||low--11	g__Saccharolobus	g__Saccharolobus		1;2;79;80;81;82;206	genus	root;d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus	44						
g__Metallosphaera	1.0	1.0	14	6.140000000000001	0.05	0.98	0.4385714285714286		6.419999999999999	0.01	0.93	0.4585714285714285		7.610000000000001	0.2	0.87	0.5435714285714287		10.31	0.01	0.97	0.7364285714285714		5.350000000000001	0.01	0.92	0.38214285714285723		medium--6||low--3||high--5	g__Metallosphaera	g__Metallosphaera		1;2;79;80;81;82;842	genus	root;d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera	14						
g__Sulfuracidifex	1.0	1.0	6	3.75	0.18	0.97	0.625		4.05	0.37	0.98	0.6749999999999999		3.0999999999999996	0.21	0.93	0.5166666666666666		2.16	0.04	0.89	0.36000000000000004		3.77	0.25	0.83	0.6283333333333333		low--4||high--2	g__Sulfuracidifex	g__Sulfuracidifex		1;2;79;80;81;82;2190	genus	root;d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Sulfuracidifex	6						
g__Sulfurisphaera	1.0	1.0	5	1.55	0.01	0.5	0.31		1.68	0.03	0.55	0.33599999999999997		3.1399999999999997	0.36	0.97	0.6279999999999999		1.04	0.0	0.85	0.20800000000000002		1.68	0.01	0.48	0.33599999999999997		medium--2||low--1||high--2	g__Sulfurisphaera	g__Sulfurisphaera		1;2;79;80;81;82;2634	genus	root;d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Sulfurisphaera	5						
