FeatureID	sample1	sample2	sample3	sample4	sample5	Taxon
GB_GCA_902606945.1	0.35	0.04	0.19	0.64	0.22	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp902606945
GB_GCA_002709285.1	0.11	0.11	0.80	0.18	0.55	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp002709285
GB_GCA_012964965.1	0.77	0.34	0.58	0.53	0.96	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp012964965
RS_GCF_013390745.1	0.91	0.82	0.56	0.95	0.57	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp013390745
GB_GCA_902578515.1	0.67	0.23	0.78	0.45	0.58	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp902578515
GB_GCA_902590655.1	0.16	0.92	0.40	0.40	0.98	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp902590655
GB_GCA_902606965.1	0.21	0.43	0.07	0.94	0.29	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp902606965
GB_GCA_000746705.1	0.04	0.75	0.83	0.20	0.51	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp000746705
RS_GCF_013390765.1	0.86	0.42	0.80	0.53	0.64	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp013390765
GB_GCA_902566725.1	0.10	0.30	0.48	0.63	0.77	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp902566725
RS_GCF_013390785.1	0.22	0.82	0.27	0.19	0.04	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp013390785
GB_GCA_902511735.1	0.02	0.40	0.27	0.28	0.99	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp902511735
GB_GCA_902552015.1	0.69	0.77	0.89	0.58	0.76	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp902552015
GB_GCA_013867335.1	0.37	0.82	0.76	0.27	0.80	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACEMX01;s__JACEMX01 sp013867335
GB_GCA_013867285.1	0.87	0.77	0.58	0.06	0.53	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACEMX01;s__JACEMX01 sp013867335
GB_GCA_013867345.1	0.51	0.35	0.57	0.83	0.81	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACEMX01;s__JACEMX01 sp013867335
GB_GCA_013867305.1	1.00	0.54	0.21	0.56	0.74	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACEMX01;s__JACEMX01 sp013867335
GB_GCA_009937485.1	0.11	0.71	0.74	0.23	0.11	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACEMX01;s__JACEMX01 sp013867335
GB_GCA_011773785.1	0.46	0.45	0.65	0.82	0.00	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACEMX01;s__JACEMX01 sp011773785
GB_GCA_011772925.1	0.90	0.22	0.55	0.37	0.22	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACEMX01;s__JACEMX01 sp011773785
GB_GCA_011771385.1	0.45	0.38	0.66	0.69	0.17	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACEMX01;s__JACEMX01 sp011773785
GB_GCA_011773125.1	0.12	0.31	0.25	1.00	0.35	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__JACEMX01;s__JACEMX01 sp011773785
GB_GCA_001917995.1	0.21	0.04	0.44	0.34	0.83	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp001917995
GB_GCA_005877475.1	0.26	0.60	0.32	0.33	0.74	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp001917995
GB_GCA_001918475.1	0.09	0.09	1.00	0.70	0.41	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp001917995
GB_GCA_005877295.1	0.21	0.40	0.37	0.10	0.23	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp001917995
GB_GCA_001917505.1	0.57	0.53	0.80	0.37	0.02	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp001917995
GB_GCA_001918995.1	0.25	0.48	0.33	0.91	0.33	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp001920395
GB_GCA_001920395.1	0.75	0.31	0.56	0.50	0.79	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp001920395
GB_GCA_013289235.1	0.09	0.62	0.26	0.89	0.64	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp013288545
GB_GCA_013288545.1	0.87	0.36	0.79	0.29	0.31	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp013288545
RS_GCF_011319465.1	0.31	0.91	0.18	0.72	0.00	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp011319465
RS_GCF_900143675.1	0.69	0.13	0.36	0.61	0.69	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sinensis
RS_GCF_900177045.1	0.58	0.88	0.04	0.66	0.17	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea okcheonensis
RS_GCF_011319475.1	0.95	0.33	0.86	0.05	0.39	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp011319475
GB_GCA_005877205.1	0.08	0.96	0.81	0.14	0.34	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp005877205
GB_GCA_007280465.1	0.39	0.28	0.35	0.79	0.62	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp007280465
RS_GCF_900065925.1	0.20	0.64	0.91	0.92	0.28	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea devanaterra
RS_GCF_900167955.1	0.17	0.18	0.73	1.00	0.21	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea bavarica
GB_GCA_005798405.1	0.65	0.48	0.99	0.56	0.71	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp005798405
GB_GCA_005798995.1	0.47	0.01	0.40	0.27	0.17	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp005798405
GB_GCA_005790695.1	0.56	0.69	0.32	0.43	0.78	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp005798405
GB_GCA_005776525.1	0.46	0.38	0.95	0.18	0.77	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp005798405
GB_GCA_009697445.1	0.41	0.49	0.09	0.43	0.80	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp002737445
GB_GCA_013521055.1	0.99	0.44	0.89	0.95	0.73	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp002737445
GB_GCA_002737445.1	0.25	0.28	0.92	0.79	0.17	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp002737445
GB_GCA_014193235.1	0.54	0.43	0.38	0.44	0.74	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp003569705
GB_GCA_003569705.1	0.67	0.48	0.27	0.02	0.47	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp003569705
GB_GCA_000204585.1	0.40	0.19	0.92	0.84	0.16	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum limnae
RS_GCF_000241145.1	0.18	0.89	0.68	0.05	0.48	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum limnae
RS_GCF_013407385.1	0.83	0.37	0.95	0.79	0.98	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum koreense
RS_GCF_000220175.1	0.41	0.30	0.91	0.28	0.92	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum koreense
GB_GCA_009697485.1	0.31	0.96	0.05	0.27	0.15	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp009697485
GB_GCA_004297665.1	0.41	0.07	0.21	0.26	0.09	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp004297665
GB_GCA_013140415.1	0.15	0.90	0.55	0.20	0.31	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp013140415
GB_GCA_012030815.1	0.39	0.67	0.12	0.59	0.18	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp012030815
GB_GCA_003352265.1	0.70	0.80	0.31	0.51	0.61	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__PXYB01;s__PXYB01 sp003352285
GB_GCA_003352285.1	0.74	0.98	0.08	0.55	0.86	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__PXYB01;s__PXYB01 sp003352285
GB_GCA_003352245.1	0.03	0.46	0.31	0.59	0.93	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__PXYB01;s__PXYB01 sp003352285
GB_GCA_003352295.1	0.60	1.00	0.91	0.45	0.40	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__PXYB01;s__PXYB01 sp003352285
RS_GCF_014078545.1	0.17	0.98	0.87	0.32	0.54	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__PXYB01;s__PXYB01 sp014078545
GB_GCA_003724215.1	0.42	0.72	0.35	0.32	0.92	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Cenarchaeum;s__Cenarchaeum sp003724275
GB_GCA_003724275.1	0.56	0.57	0.98	0.63	0.78	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Cenarchaeum;s__Cenarchaeum sp003724275
GB_GCA_003724175.1	0.53	0.66	0.92	0.83	0.90	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Cenarchaeum;s__Cenarchaeum sp003724275
GB_GCA_000200715.1	0.30	0.41	0.08	0.81	0.39	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Cenarchaeum;s__Cenarchaeum symbiosum
GB_GCA_007570915.1	0.96	0.33	0.18	0.51	0.27	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Cenarchaeum;s__Cenarchaeum sp007570915
GB_GCA_011523285.1	0.82	0.99	0.73	0.72	0.35	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__WTHC01;s__WTHC01 sp011523285
GB_GCA_012271085.1	0.75	0.04	0.61	0.75	0.17	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__WTHC01;s__WTHC01 sp011523285
GB_GCA_005877115.1	0.99	0.54	0.87	0.24	0.95	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp005877305
GB_GCA_005877305.1	0.61	0.29	0.29	0.16	0.01	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp005877305
GB_GCA_013287935.1	0.88	0.67	0.53	0.24	0.55	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp013287585
GB_GCA_013287585.1	0.34	0.43	0.93	0.40	0.79	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp013287585
GB_GCA_007280335.1	0.85	0.72	0.13	0.44	0.95	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__TA-20;s__TA-20 sp007280335
GB_GCA_002781805.1	0.34	0.89	0.59	0.35	0.06	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum_A;s__Nitrosarchaeum_A sp002781805
GB_GCA_008974855.1	0.87	0.03	0.76	0.89	0.56	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__CSP1-1;s__CSP1-1 sp008974855
GB_GCA_001443365.1	0.25	0.39	0.29	0.22	0.89	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__CSP1-1;s__CSP1-1 sp001443365
GB_GCA_013330055.1	0.10	0.76	0.68	0.68	0.28	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__UBA8516;s__UBA8516 sp8516u
GB_GCA_011055585.1	0.59	0.48	0.83	0.57	0.52	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__DRGT01;s__DRGT01 sp011055585
GB_GCA_005877425.1	0.94	0.59	0.49	0.47	0.72	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp002501845
GB_GCA_002495135.1	0.39	0.12	0.11	0.77	0.66	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp002501845
GB_GCA_005877195.1	0.69	0.99	0.71	0.30	0.90	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp002501845
GB_GCA_002495575.1	0.87	0.76	0.69	0.57	0.87	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp002501845
GB_GCA_002508435.1	0.86	0.64	0.30	0.92	0.25	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp002501845
GB_GCA_005877395.1	0.19	0.85	0.29	0.54	0.07	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp002501845
GB_GCA_001917965.1	0.47	0.29	0.15	0.21	0.51	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp002501845
GB_GCA_002501845.1	0.84	0.14	0.91	0.96	0.63	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp002501845
GB_GCA_002494895.1	0.86	0.48	0.88	0.07	0.53	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp002494895
GB_GCA_013388945.1	0.62	0.34	0.25	0.74	0.81	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp013388945
RS_GCF_000730285.1	0.78	0.35	0.41	0.65	0.46	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera evergladensis
RS_GCF_000303155.1	0.10	0.03	0.22	0.27	0.16	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera gargensis
RS_GCF_000698785.1	0.53	0.79	0.19	0.93	0.56	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera viennensis
GB_GCA_013114715.1	0.29	0.36	0.25	0.79	0.93	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp013114715
GB_GCA_002501935.1	0.81	0.30	0.06	0.49	0.37	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__UBA10452 sp002501855
GB_GCA_002501855.1	0.20	0.28	0.39	0.34	0.46	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__UBA10452 sp002501855
GB_GCA_002495965.1	0.60	0.40	0.03	0.57	0.17	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__UBA10452 sp002501855
GB_GCA_002498345.1	0.55	0.90	0.65	0.60	0.97	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__UBA10452 sp002501855
GB_GCA_002504425.1	0.62	0.80	0.33	0.64	0.93	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__UBA10452 sp002501855
GB_GCA_002496625.1	0.79	0.89	0.22	0.04	0.77	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__UBA10452 sp002501855
GB_GCA_003176995.1	0.00	0.37	0.88	0.78	0.79	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__UBA10452 sp003176995
GB_GCA_009665115.1	0.43	0.65	0.76	0.12	0.05	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__UBA10452 sp009665115
RS_GCF_009898475.1	0.24	0.42	0.80	0.08	0.03	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__UBA10452 sp009898475
GB_GCA_005877385.1	0.65	0.79	0.07	0.45	0.95	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp005877075
GB_GCA_005877075.1	0.11	0.66	0.05	0.85	0.31	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp005877075
GB_GCA_005877095.1	0.54	0.10	0.81	0.34	0.83	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp005877075
GB_GCA_005877345.1	0.46	0.03	0.26	0.75	0.40	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp005877345
GB_GCA_014523595.1	0.72	0.07	0.75	0.68	0.54	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp014523595
GB_GCA_014523495.1	0.84	0.80	0.76	0.55	0.58	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp014523495
GB_GCA_014523525.1	0.29	0.01	0.28	0.90	0.32	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp014523525
RS_GCF_009861625.1	0.23	0.24	0.30	0.62	0.40	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus sp008389435
RS_GCF_008389435.1	0.08	0.87	0.82	0.31	0.99	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus sp008389435
RS_GCF_001870125.1	0.39	0.75	0.96	0.28	0.34	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus exaquare
GB_GCA_902826075.1	0.48	0.58	0.21	0.08	0.95	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus exaquare
GB_GCA_013114705.1	0.96	0.14	0.67	0.06	0.38	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus sp013114705
GB_GCA_013821245.1	0.49	0.87	0.67	0.11	0.21	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus sp013821245
RS_GCF_007826885.1	0.27	0.67	0.83	0.85	0.27	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus arcticus
RS_GCF_900696045.1	0.51	0.68	0.14	0.80	1.00	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus franklandus
GB_GCA_009379865.1	0.42	0.71	0.85	0.55	0.55	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus sp009379865
GB_GCA_013694585.1	0.94	0.18	0.01	0.98	0.75	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus sp013694585
GB_GCA_000802205.2	0.40	0.37	0.39	0.84	0.66	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus oleophilus
GB_GCA_014523665.1	0.19	0.45	0.13	0.75	0.02	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp014523665
GB_GCA_009377575.1	0.06	0.67	0.87	0.98	0.82	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp009377575
GB_GCA_014523625.1	0.08	0.44	0.15	0.48	0.33	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp014523625
