name	GC	GCA	aquatic_habitat	host_associated	size	soil_habitat	GCF
1913988.SAMN13495018.GCA_011524995.1	49.5	GCA_011524995.1	1	1	1962346	0	GB_GCA_011524995.1
1913988.SAMN17496011.GCA_017857715.1	48.7	GCA_017857715.1	1	0	2102472	0	GB_GCA_017857715.1
1913988.SAMN13495014.GCA_011524805.1	49.4	GCA_011524805.1	1	1	2112162	0	GB_GCA_011524805.1
909943.SAMN02471789.GCA_000238815.1	50.5	GCA_000238815.1			2458945		None
1913988.SAMN16436039.GCA_016780775.1	47.5	GCA_016780775.1	1	0	2210623	0	GB_GCA_016780775.1
1913988.SAMN13495015.GCA_011522945.1	46.3	GCA_011522945.1	1	1	2097959	0	GB_GCA_011522945.1
1913988.SAMN14915355.GCA_018666135.1	38.9	GCA_018666135.1	1	0	1772487	0	GB_GCA_018666135.1
281031.SAMEA6069970.GCA_902622515.1	37.1	GCA_902622515.1	1	0	2111018	0	GB_GCA_902622515.1
281031.SAMEA6070216.GCA_902520885.1	37.1	GCA_902520885.1	1	0	2172012	0	GB_GCA_902520885.1
91750.SAMEA9694794.GCA_913064635.1	41.4	GCA_913064635.1	1	0	1910257	0	None
2665153.SAMN13186626.GCA_009649675.1	57.6	GCA_009649675.1			4423878		GB_GCA_009649675.1
1913988.SAMN12903696.GCA_012103325.1	59.3	GCA_012103325.1	1	1	6333795	0	GB_GCA_012103325.1
1913988.SAMN12830871.GCA_009377445.1	65.9	GCA_009377445.1			4551391		GB_GCA_009377445.1
1898112.SAMN07619972.GCA_002724395.1	48.3	GCA_002724395.1	1	0	3414596	0	GB_GCA_002724395.1
1898112.SAMN07619985.GCA_002711555.1	45.2	GCA_002711555.1	1	0	2740912	0	GB_GCA_002711555.1
2500179.SAMN10687058.GCA_004005845.1	59.1	GCA_004005845.1	0	1	5323771	0	RS_GCF_004005845.1
1913988.SAMN16086385.GCA_016743915.1	36.2	GCA_016743915.1	1	1	2254694	0	GB_GCA_016743915.1
1461337.SAMN09074965.GCA_003385955.1	55.5	GCA_003385955.1			4823716		RS_GCF_003385955.1
2529852.SAMN10974930.GCA_009711445.1	42.2	GCA_009711445.1			3561564		RS_GCF_009711445.1
2039722.SAMN18679671.GCA_017963645.1	66.2	GCA_017963645.1			4182369		RS_GCF_017963645.1
1898112.SAMN07619986.GCA_002709955.1	55.6	GCA_002709955.1	1	0	4232139	0	GB_GCA_002709955.1
2026786.SAMN07620025.GCA_002696645.1	55.3	GCA_002696645.1	1	0	4314418	0	GB_GCA_002696645.1
2729598.SAMN14667155.GCA_012926505.1	61.1	GCA_012926505.1			4206943		GB_GCA_012926505.1
1913988.SAMN16237240.GCA_017643735.1	62.9	GCA_017643735.1	1	0	4678856	0	GB_GCA_017643735.1
2589116.SAMN17180995.GCA_016792765.1	69.8	GCA_016792765.1	0	0	4597227	1	GB_GCA_016792765.1
2015204.SAMEA104144055.GCA_900197615.1	66.1	GCA_900197615.1	1	1	4060854	0	GB_GCA_900197615.1
1919261.SAMN05959518.GCA_002238725.1	66.2	GCA_002238725.1	0	1	4288405	0	GB_GCA_002238725.1
1898112.SAMN12598359.GCA_009838215.1	67.0	GCA_009838215.1	0	1	4717013	0	GB_GCA_009838215.1
1898112.SAMN12598444.GCA_009836525.1	67.9	GCA_009836525.1	0	1	4066446	0	GB_GCA_009836525.1
2026786.SAMN12255905.GCA_008081395.1	47.1	GCA_008081395.1	1	0	2565445	0	GB_GCA_008081395.1
1898112.SAMN07619970.GCA_002724635.1	61.5	GCA_002724635.1	1	0	2946582	0	GB_GCA_002724635.1
1898112.SAMN14915456.GCA_018702955.1	62.2	GCA_018702955.1	1	0	3369242	0	GB_GCA_018702955.1
1898112.SAMN14915215.GCA_018667335.1	62.6	GCA_018667335.1	1	0	3548614	0	GB_GCA_018667335.1
1913988.SAMN14915348.GCA_018666195.1	57.7	GCA_018666195.1	1	0	2927712	0	GB_GCA_018666195.1
1913988.SAMN16237261.GCA_017643325.1	66.2	GCA_017643325.1	1	0	3348760	0	GB_GCA_017643325.1
1913988.SAMN14054249.GCA_011087645.1	60.4	GCA_011087645.1	1	1	3888323	0	GB_GCA_011087645.1
1913988.SAMN14260497.GCA_013003285.1	60.0	GCA_013003285.1			3941075		GB_GCA_013003285.1
1898112.SAMN07619982.GCA_002713365.1	38.5	GCA_002713365.1	1	0	2519209	0	GB_GCA_002713365.1
2013107.SAMN07286234.GCA_002937505.1	39.8	GCA_002937505.1	1	0	2343358	0	GB_GCA_002937505.1
1579333.SAMN12025178.GCA_014191775.1	58.1	GCA_014191775.1			3481263		RS_GCF_014191775.1
2026786.SAMN13061017.GCA_014324045.1	63.2	GCA_014324045.1	0	1	2817712	0	GB_GCA_014324045.1
374515.SAMN14390003.GCA_011683915.1	62.7	GCA_011683915.1	1	0	6028128	0	RS_GCF_011683915.1
1852621.SAMN04939355.GCA_001657395.1	66.0	GCA_001657395.1			5510342		GB_GCA_001657395.1
2762760.SAMN15818023.GCA_014925385.1	66.5	GCA_014925385.1			5437350		RS_GCF_014925385.1
2480820.SAMN12830866.GCA_009377535.1	67.4	GCA_009377535.1			4428664		GB_GCA_009377535.1
2591009.SAMN12109841.GCA_007004665.1	59.5	GCA_007004665.1			6442184		RS_GCF_007004665.1
1122135.SAMN02441694.GCA_000374005.1	51.4	GCA_000374005.1	0	1	4438944	0	RS_GCF_000374005.1
296830.SAMEA9694319.GCA_913060675.1	45.5	GCA_913060675.1			4917433		None
296830.SAMEA9694371.GCA_913063065.1	46.6	GCA_913063065.1			4390857		None
1938558.SAMN05878521.GCA_002118285.1	45.6	GCA_002118285.1	0	1	4434235	0	RS_GCF_002118285.1
1489064.SAMN03449751.GCA_001026905.1	45.0	GCA_001026905.1	1	1	4475311	0	RS_GCF_001026905.1
2107581.SAMEA104692614.GCA_900313065.1	45.1	GCA_900313065.1			4177471		RS_GCF_900313065.1
1549748.SAMN03449748.GCA_000982415.1	46.1	GCA_000982415.1	0	1	4312119	0	RS_GCF_000982415.1
570952.SAMN02441250.GCA_000420625.1	60.6	GCA_000420625.1			3690548		RS_GCF_000420625.1
570967.SAMN02743382.GCA_000686045.1	61.0	GCA_000686045.1			3769755		RS_GCF_000686045.1
560819.SAMN05428998.GCA_900177295.1	71.5	GCA_900177295.1			6935890		RS_GCF_900177295.1
1898112.SAMN09470677.GCA_006969625.1	69.8	GCA_006969625.1	0	1	4620994	0	GB_GCA_006969625.1
2164067.SAMN08917673.GCA_003572205.1	64.9	GCA_003572205.1			4681076		RS_GCF_003572205.1
1089552.SAMN02597269.GCA_000515255.1	66.0	GCA_000515255.1			4176524		RS_GCF_000515255.1
1082479.SAMN05216241.GCA_900100655.1	69.5	GCA_900100655.1			3039361		RS_GCF_900100655.1
1689984.SAMEA9694546.GCA_913055855.1	68.7	GCA_913055855.1			3702408		None
1937406.SAMN10607088.GCA_007127165.1	64.4	GCA_007127165.1	1	0	3367254	1	GB_GCA_007127165.1
2661937.SAMN09517646.GCA_003344765.1	65.6	GCA_003344765.1	0	0	4233556	1	RS_GCF_003344765.1
91750.SAMEA8498589.GCA_905480575.1	49.5	GCA_905480575.1	1	0	4026476	0	GB_GCA_905480575.1
2024832.SAMN07619146.GCA_002708995.1	63.2	GCA_002708995.1	1	0	2602685	0	GB_GCA_002708995.1
1913988.SAMN16436128.GCA_016778845.1	63.8	GCA_016778845.1	1	0	2425092	0	GB_GCA_016778845.1
2024832.SAMN07619144.GCA_002687095.1	64.1	GCA_002687095.1	1	0	2557521	0	GB_GCA_002687095.1
91750.SAMEA8498511.GCA_905479265.1	58.0	GCA_905479265.1	1	0	2893454	0	GB_GCA_905479265.1
91750.SAMEA8498590.GCA_905480585.1	58.5	GCA_905480585.1	1	0	3029195	0	GB_GCA_905480585.1
1634917.SAMD00245029.GCA_014641495.1	47.9	GCA_014641495.1			3638774		RS_GCF_014641495.1
2560057.SAMN11257831.GCA_004564135.1	47.5	GCA_004564135.1			3832570		RS_GCF_004564135.1
1867952.SAMEA4346298.GCA_900093605.1	46.0	GCA_900093605.1			3687561		RS_GCF_900093605.1
2052174.SAMN14488412.GCA_013373265.1	46.0	GCA_013373265.1			3974671		GB_GCA_013373265.1
2052174.SAMN14488416.GCA_013373205.1	47.6	GCA_013373205.1			4086950		GB_GCA_013373205.1
1123355.SAMN02743896.GCA_000688235.1	50.0	GCA_000688235.1			4053560		RS_GCF_000688235.1
1293891.SAMN02671744.GCA_002115755.1	54.3	GCA_002115755.1	1	0	4940655	0	RS_GCF_002115755.1
1470575.SAMN02671745.GCA_002115825.1	53.1	GCA_002115825.1	1	0	5778157	0	RS_GCF_002115825.1
2048283.SAMN07660606.GCA_002844295.1	54.5	GCA_002844295.1	1	0	5635689	0	RS_GCF_002844295.1
1544451.SAMN03024555.GCA_001907695.1	54.0	GCA_001907695.1			4979553		RS_GCF_001907695.1
502049.SAMN02927983.GCA_003326755.1	54.8	GCA_003326755.1	1	0	5360641	0	RS_GCF_003326755.1
1293890.SAMN02671741.GCA_002115745.1	53.1	GCA_002115745.1	1	0	4788947	0	RS_GCF_002115745.1
1123366.SAMN02471162.GCA_000300235.1	54.7	GCA_000300235.1	1	0	4768950	1	None
220697.SAMN04332631.GCA_001613855.1	54.8	GCA_001613855.1	1	0	4754103	1	RS_GCF_001613855.1
168935.SAMN14444637.GCA_011806425.1	53.2	GCA_011806425.1			4501512		RS_GCF_011806425.1
1123365.SAMN02440903.GCA_000421265.1	53.4	GCA_000421265.1	1	0	4746254	0	RS_GCF_000421265.1
2722755.SAMN14444631.GCA_011806525.1	54.5	GCA_011806525.1			4288042		RS_GCF_011806525.1
1528106.SAMN02947206.GCA_000763295.1	53.6	GCA_000763295.1	1	0	4270334	0	RS_GCF_000763295.1
501834.SAMN04332628.GCA_001613795.1	54.7	GCA_001613795.1	1	0	4310157	0	RS_GCF_001613795.1
1616823.SAMN03351980.GCA_000948415.1	54.9	GCA_000948415.1			4269399		RS_GCF_000948415.1
1177928.SAMN02471161.GCA_000300275.1	55.2	GCA_000300275.1	1	0	4380232	1	RS_GCF_000300275.1
502049.SAMN02927978.GCA_003326695.1	55.1	GCA_003326695.1	1	0	4493406	0	RS_GCF_003326695.1
502049.SAMN02927981.GCA_003326675.1	53.8	GCA_003326675.1	1	0	4887910	0	RS_GCF_003326675.1
502049.SAMN02927984.GCA_003326795.1	54.0	GCA_003326795.1	1	0	4684115	0	RS_GCF_003326795.1
2026786.SAMN16073197.GCA_019634165.1	51.6	GCA_019634165.1	0	1	4283271	0	None
1288970.SAMEA3283111.GCA_000968135.1	59.4	GCA_000968135.1			4052370		RS_GCF_000968135.1
2026786.SAMN10967630.GCA_012960465.1	41.5	GCA_012960465.1			3743986		GB_GCA_012960465.1
1986864.SAMN06971877.GCA_002168115.1	37.8	GCA_002168115.1	1	0	2568211	0	GB_GCA_002168115.1
1898112.SAMN14914855.GCA_018649725.1	50.1	GCA_018649725.1	1	0	3690263	0	GB_GCA_018649725.1
352351.SAMEA9694259.GCA_913020445.1	50.6	GCA_913020445.1			4202834		None
1898112.SAMN14913962.GCA_018674495.1	58.5	GCA_018674495.1	1	0	4726726	0	GB_GCA_018674495.1
2013073.SAMN07286200.GCA_002937995.1	39.5	GCA_002937995.1	1	0	2578905	0	GB_GCA_002937995.1
296830.SAMEA9695006.GCA_913055735.1	59.5	GCA_913055735.1			3731746		None
1773489.SAMN10362857.GCA_004341725.1	59.4	GCA_004341725.1			3033445		RS_GCF_004341725.1
1913988.SAMN15005534.GCA_015231605.1	63.3	GCA_015231605.1	0	0	3182839	1	GB_GCA_015231605.1
28181.SAMN05467120.GCA_001746755.1	54.3	GCA_001746755.1			3638804		RS_GCF_001746755.1
1898112.SAMN14915609.GCA_018660465.1	51.4	GCA_018660465.1	1	0	4151093	0	GB_GCA_018660465.1
1802021.SAMN04315980.GCA_001830425.1	58.2	GCA_001830425.1			2729753		GB_GCA_001830425.1
1898112.SAMN15784286.GCA_014382375.1	54.0	GCA_014382375.1			3300286		GB_GCA_014382375.1
1898112.SAMN14915204.GCA_018700835.1	53.8	GCA_018700835.1	1	0	3578167	0	GB_GCA_018700835.1
1898112.SAMN14944544.GCA_013204045.1	57.0	GCA_013204045.1	1	0	2683839	0	GB_GCA_013204045.1
1898112.SAMN14914139.GCA_018671895.1	56.0	GCA_018671895.1	1	0	2496481	0	GB_GCA_018671895.1
2026786.SAMN14915512.GCA_018662225.1	53.5	GCA_018662225.1	1	0	3499148	0	GB_GCA_018662225.1
1974092.SAMN06659579.GCA_002781745.1	66.2	GCA_002781745.1	1	0	3846290	0	GB_GCA_002781745.1
1952849.SAMN06453301.GCA_002325375.1	63.7	GCA_002325375.1	1	0	3932172	0	GB_GCA_002325375.1
1898112.SAMN07620021.GCA_002706405.1	63.5	GCA_002706405.1	1	0	3623736	0	GB_GCA_002706405.1
296830.SAMEA8498472.GCA_905478885.1	49.3	GCA_905478885.1	1	0	3238595	0	GB_GCA_905478885.1
2026786.SAMN16237335.GCA_017640505.1	61.0	GCA_017640505.1	1	0	3952930	0	GB_GCA_017640505.1
2026786.SAMN16237217.GCA_017644185.1	59.7	GCA_017644185.1	1	0	4168448	0	GB_GCA_017644185.1
1952857.SAMN06457199.GCA_002389175.1	51.9	GCA_002389175.1	1	0	3771692	0	GB_GCA_002389175.1
2026786.SAMN17496004.GCA_017857825.1	56.3	GCA_017857825.1	1	0	3304405	0	GB_GCA_017857825.1
1986645.SAMN06971862.GCA_002167875.1	45.2	GCA_002167875.1	1	0	3350462	0	GB_GCA_002167875.1
1952854.SAMN06453467.GCA_002378125.1	56.6	GCA_002378125.1	1	0	3222098	0	GB_GCA_002378125.1
1898112.SAMN14915383.GCA_018665815.1	56.7	GCA_018665815.1	1	0	3893358	0	GB_GCA_018665815.1
91750.SAMEA9694769.GCA_913063455.1	62.2	GCA_913063455.1			2242941		None
1952851.SAMN06455088.GCA_002328385.1	62.5	GCA_002328385.1	1	0	2494101	0	GB_GCA_002328385.1
1913988.SAMN15784289.GCA_014382345.1	59.8	GCA_014382345.1			3072390		GB_GCA_014382345.1
2013068.SAMN07286195.GCA_002938315.1	57.3	GCA_002938315.1	1	0	2272903	0	GB_GCA_002938315.1
2026786.SAMN16056198.GCA_018432935.1	67.4	GCA_018432935.1	1	0	5047550	1	GB_GCA_018432935.1
2026786.SAMN14913734.GCA_018648445.1	58.2	GCA_018648445.1	1	0	4282342	0	GB_GCA_018648445.1
2026786.SAMN16148049.GCA_014859895.1	65.2	GCA_014859895.1	0	0	5096654	1	GB_GCA_014859895.1
2026786.SAMN10966925.GCA_016872535.1	65.6	GCA_016872535.1	1	0	3199344	0	GB_GCA_016872535.1
2026786.SAMN16426202.GCA_016710335.1	65.9	GCA_016710335.1	0	0	3795985	1	GB_GCA_016710335.1
2026786.SAMN10237409.GCA_007694935.1	67.4	GCA_007694935.1	1	0	3090229	0	GB_GCA_007694935.1
2026786.SAMN10237408.GCA_007695045.1	66.1	GCA_007695045.1	1	0	3350755	0	GB_GCA_007695045.1
2026786.SAMN17180999.GCA_016793925.1	66.8	GCA_016793925.1	0	0	3308831	1	GB_GCA_016793925.1
2026786.SAMN18899452.GCA_019635555.1	65.1	GCA_019635555.1	1	0	3424971	1	None
2565273.SAMEA4805506.GCA_900609035.1	64.8	GCA_900609035.1			3288346		None
111831.SAMN15030566.GCA_014672695.1	63.6	GCA_014672695.1			4226795		RS_GCF_014672695.1
2682137.SAMN15241142.GCA_013414705.1	63.6	GCA_013414705.1	0	0	4352448	1	GB_GCA_013414705.1
2026786.SAMN16426008.GCA_016712595.1	63.7	GCA_016712595.1	0	0	4281405	1	GB_GCA_016712595.1
2026786.SAMN16426020.GCA_016712375.1	64.0	GCA_016712375.1	0	0	4308267	1	GB_GCA_016712375.1
2026786.SAMN17180998.GCA_016793875.1	67.1	GCA_016793875.1	0	0	3433173	1	GB_GCA_016793875.1
2026786.SAMN08108694.GCA_003354135.1	58.8	GCA_003354135.1	0	1	3542425	1	GB_GCA_003354135.1
91750.SAMEA6595172.GCA_902826885.1	65.2	GCA_902826885.1	1	0	3867683	0	GB_GCA_902826885.1
1977087.SAMN15435914.GCA_016202695.1	71.0	GCA_016202695.1	1	0	3363069	0	GB_GCA_016202695.1
2268457.SAMN09644606.GCA_003576685.1	65.1	GCA_003576685.1			5100926		GB_GCA_003576685.1
2026786.SAMN12036126.GCA_009885795.1	65.7	GCA_009885795.1	0	0	3460272	1	GB_GCA_009885795.1
352351.SAMEA6595123.GCA_902826565.1	67.8	GCA_902826565.1	1	0	4185230	0	GB_GCA_902826565.1
2602016.SAMN12429833.GCA_008728835.1	67.4	GCA_008728835.1	0	0	5865246	1	RS_GCF_008728835.1
2602015.SAMN12429786.GCA_008728855.1	66.0	GCA_008728855.1	0	1	5894118	0	RS_GCF_008728855.1
580166.SAMN04332636.GCA_001618175.1	65.7	GCA_001618175.1	1	0	3891434	1	RS_GCF_001618175.1
1913988.SAMN19297943.GCA_018814845.1	64.3	GCA_018814845.1			3957858		GB_GCA_018814845.1
1207063.SAMN02471166.GCA_000299935.1	65.5	GCA_000299935.1	1	0	3952792	0	RS_GCF_000299935.1
1909734.SAMN05915834.GCA_002148795.1	65.1	GCA_002148795.1	1	0	3843501	0	RS_GCF_002148795.1
1913988.SAMN10966349.GCA_016869645.1	66.5	GCA_016869645.1	1	0	6015939	0	GB_GCA_016869645.1
1977087.SAMN15434335.GCA_016178915.1	65.6	GCA_016178915.1	1	0	6562754	0	GB_GCA_016178915.1
1913988.SAMN10966368.GCA_016869375.1	66.8	GCA_016869375.1	1	0	4976325	0	GB_GCA_016869375.1
1913988.SAMN10966374.GCA_016869285.1	66.4	GCA_016869285.1	1	0	4851654	0	GB_GCA_016869285.1
1867774.SAMD00245079.GCA_014643535.1	67.0	GCA_014643535.1			7372983		RS_GCF_014643535.1
296830.SAMEA6955754.GCA_903923205.1	60.0	GCA_903923205.1	1	0	4518211	0	GB_GCA_903923205.1
1913988.SAMN17140349.GCA_019238055.1	61.4	GCA_019238055.1			4720510		GB_GCA_019238055.1
1913988.SAMN17140630.GCA_019240125.1	63.4	GCA_019240125.1	0	0	6274108	1	GB_GCA_019240125.1
2026786.SAMN16273778.GCA_019689675.1	68.6	GCA_019689675.1			4221710		None
296830.SAMEA6953456.GCA_903827805.1	63.3	GCA_903827805.1	1	0	4821515	0	GB_GCA_903827805.1
296830.SAMEA6955848.GCA_903822185.1	61.0	GCA_903822185.1	1	0	4266092	0	GB_GCA_903822185.1
2558175.SAMD00165213.GCA_006738865.1	70.6	GCA_006738865.1	1	0	5339096	0	GB_GCA_006738865.1
217070.SAMD00165214.GCA_006739055.1	70.9	GCA_006739055.1			5834761		GB_GCA_006739055.1
94.SAMN10362897.GCA_003751345.1	69.9	GCA_003751345.1	0	0	5827531	1	RS_GCF_003751345.1
1913988.SAMN10167115.GCA_004292755.1	63.8	GCA_004292755.1			4210169		GB_GCA_004292755.1
2022747.SAMN07414919.GCA_002251735.1	62.4	GCA_002251735.1			3950134		RS_GCF_002251735.1
1913988.SAMN12754329.GCA_013298565.1	59.3	GCA_013298565.1	1	0	3027628	0	GB_GCA_013298565.1
1913988.SAMN10966316.GCA_016870115.1	68.0	GCA_016870115.1	1	0	3558980	0	GB_GCA_016870115.1
1929291.SAMN20165183.GCA_019745575.1	67.5	GCA_019745575.1			4902555		None
1929291.SAMN10720239.GCA_004296935.1	66.3	GCA_004296935.1	1	0	5154574	0	GB_GCA_004296935.1
1913988.SAMN18061314.GCA_017308295.1	66.0	GCA_017308295.1	0	1	7324041	1	GB_GCA_017308295.1
1929291.SAMN10720234.GCA_004297405.1	64.2	GCA_004297405.1	1	0	6464269	0	GB_GCA_004297405.1
1913988.SAMN18061323.GCA_017307275.1	64.9	GCA_017307275.1	0	0	5322918	1	GB_GCA_017307275.1
1205680.PRJEB111.GCA_000312425.1	64.9	GCA_000312425.1			5792259		RS_GCF_000312425.1
1970569.SAMN06622313.GCA_002281325.1	66.2	GCA_002281325.1	1	0	6173833	0	GB_GCA_002281325.1
1929291.SAMN10720225.GCA_004297265.1	66.3	GCA_004297265.1	1	0	6020389	0	GB_GCA_004297265.1
1898112.SAMN11532990.GCA_009772935.1	66.3	GCA_009772935.1	1	0	6013361	0	GB_GCA_009772935.1
1768806.SAMN04299486.GCA_001557035.1	66.2	GCA_001557035.1	0	0	5921288	1	GB_GCA_001557035.1
2849149.SAMN19716591.GCA_019039055.1	66.4	GCA_019039055.1			5508926		RS_GCF_019039055.1
2026786.SAMN14944503.GCA_013205335.1	65.8	GCA_013205335.1	1	0	5413470	0	GB_GCA_013205335.1
1913988.SAMN17140190.GCA_019236825.1	66.4	GCA_019236825.1	0	0	8310948	1	GB_GCA_019236825.1
1913988.SAMN10966325.GCA_016870055.1	66.8	GCA_016870055.1	1	0	5014335	0	GB_GCA_016870055.1
2026786.SAMN12830867.GCA_009377525.1	66.2	GCA_009377525.1			7350635		GB_GCA_009377525.1
1380357.SAMN02990966.GCA_900110395.1	66.2	GCA_900110395.1			8179139		GB_GCA_900110395.1
1929291.SAMN20165074.GCA_019750135.1	66.8	GCA_019750135.1			8463876		None
1230389.SAMD00172673.GCA_007992495.1	65.7	GCA_007992495.1			9846332		RS_GCF_007992495.1
1977087.SAMN17574080.GCA_018240665.1	67.5	GCA_018240665.1	0	0	4528534	1	GB_GCA_018240665.1
225324.SAMEA6955840.GCA_903832005.1	65.4	GCA_903832005.1	1	0	6048910	0	GB_GCA_903832005.1
225324.SAMEA6955139.GCA_903839865.1	65.4	GCA_903839865.1	1	0	5524342	0	GB_GCA_903839865.1
225324.SAMEA6953452.GCA_903915535.1	65.6	GCA_903915535.1	1	0	5807854	0	GB_GCA_903915535.1
1977087.SAMN17574078.GCA_018240685.1	67.1	GCA_018240685.1	0	0	5043597	1	GB_GCA_018240685.1
225324.SAMN02745126.GCA_900167455.1	64.7	GCA_900167455.1			6769764		RS_GCF_900167455.1
1977087.SAMN17574076.GCA_018242505.1	64.5	GCA_018242505.1	0	0	5786682	1	GB_GCA_018242505.1
1913988.SAMN18061324.GCA_017308235.1	63.9	GCA_017308235.1	0	0	6313041	1	GB_GCA_017308235.1
1977087.SAMN17574077.GCA_018240745.1	67.2	GCA_018240745.1	0	0	5887668	1	GB_GCA_018240745.1
1929291.SAMN18061430.GCA_017305915.1	67.6	GCA_017305915.1	0	0	6472661	1	GB_GCA_017305915.1
1913988.SAMN10966334.GCA_016869975.1	68.0	GCA_016869975.1	1	0	4836834	0	GB_GCA_016869975.1
1913988.SAMN18899433.GCA_019635875.1	68.5	GCA_019635875.1	1	0	6213027	1	None
2026786.SAMN16426023.GCA_016699855.1	70.7	GCA_016699855.1	0	0	5340810	1	GB_GCA_016699855.1
2259643.SAMN09537549.GCA_003574685.1	66.3	GCA_003574685.1			5340564		GB_GCA_003574685.1
2599616.SAMN12390219.GCA_007859315.1	66.2	GCA_007859315.1	0	1	9086785	0	RS_GCF_007859315.1
2586908.SAMN11959961.GCA_008039615.1	67.9	GCA_008039615.1			8756861		RS_GCF_008039615.1
1913988.SAMN17180992.GCA_016793165.1	70.5	GCA_016793165.1	0	0	7206373	1	GB_GCA_016793165.1
1913988.SAMN10966335.GCA_016869915.1	72.4	GCA_016869915.1	1	0	4095852	0	GB_GCA_016869915.1
296830.SAMEA6951688.GCA_903860935.1	69.1	GCA_903860935.1	1	0	4586230	0	GB_GCA_903860935.1
1913988.SAMN10966369.GCA_016869415.1	66.4	GCA_016869415.1	1	0	4109251	0	GB_GCA_016869415.1
2109627.SAMN08638812.GCA_014444615.1	65.0	GCA_014444615.1	1	0	4392464	0	GB_GCA_014444615.1
1913988.SAMN18061325.GCA_017308135.1	64.5	GCA_017308135.1	0	0	5203457	1	GB_GCA_017308135.1
1913988.SAMN17180991.GCA_016793045.1	69.8	GCA_016793045.1	0	0	5336746	1	GB_GCA_016793045.1
1977087.SAMN15435637.GCA_016201015.1	66.2	GCA_016201015.1	1	0	5334026	0	GB_GCA_016201015.1
1898112.SAMN10026491.GCA_008012315.1	61.3	GCA_008012315.1	1	0	5719975	0	GB_GCA_008012315.1
2268030.SAMN09642212.GCA_003574735.1	63.6	GCA_003574735.1			6132710		GB_GCA_003574735.1
1977087.SAMN15434806.GCA_016183985.1	61.6	GCA_016183985.1	1	0	4647407	0	GB_GCA_016183985.1
1898112.SAMN16426001.GCA_016712715.1	62.5	GCA_016712715.1	0	0	4805494	1	GB_GCA_016712715.1
1898112.SAMN17180987.GCA_016794165.1	64.5	GCA_016794165.1	0	0	3740539	1	GB_GCA_016794165.1
578943.SAMN05216560.GCA_004363235.1	64.9	GCA_004363235.1			4189767		RS_GCF_004363235.1
1913988.SAMN13763259.GCA_009909005.1	66.7	GCA_009909005.1			4227643		GB_GCA_009909005.1
1122125.SAMN02441506.GCA_000423185.1	69.9	GCA_000423185.1	0	1	7413714	0	RS_GCF_000423185.1
1398085.SAMN02347468.GCA_000767795.1	69.6	GCA_000767795.1	0	1	6934542	1	RS_GCF_000767795.1
2578109.SAMN11620944.GCA_005938675.1	69.0	GCA_005938675.1			8974938		None
2812848.SAMD00281908.GCA_018332375.1	63.7	GCA_018332375.1	0	0	4249070	1	GB_GCA_018332375.1
2026786.SAMN08179955.GCA_003165335.1	59.2	GCA_003165335.1	0	0	5194160	1	GB_GCA_003165335.1
1986633.SAMN06971856.GCA_002168225.1	58.5	GCA_002168225.1	1	0	3346444	0	GB_GCA_002168225.1
1913988.SAMN18613316.GCA_019192455.1	57.9	GCA_019192455.1			3186557		GB_GCA_019192455.1
1977087.SAMN13420041.GCA_013285465.1	51.7	GCA_013285465.1	1	0	2673543	0	GB_GCA_013285465.1
2024841.SAMN10237360.GCA_007693615.1	53.4	GCA_007693615.1	1	0	2528232	0	GB_GCA_007693615.1
1913988.SAMN15615546.GCA_019454775.1	57.6	GCA_019454775.1	1	0	2488894	0	None
1913988.SAMN17180985.GCA_016794125.1	57.8	GCA_016794125.1	0	0	3158474	1	GB_GCA_016794125.1
1946929.SAMN06451051.GCA_002423185.1	53.4	GCA_002423185.1	1	0	2687543	0	GB_GCA_002423185.1
1977087.SAMN10222768.GCA_009926935.1	52.9	GCA_009926935.1	1	0	2043699	0	GB_GCA_009926935.1
1946928.SAMN06453026.GCA_002423205.1	56.6	GCA_002423205.1	1	0	1939666	0	GB_GCA_002423205.1
1913988.SAMN17180980.GCA_016794285.1	48.7	GCA_016794285.1	0	0	1877121	1	GB_GCA_016794285.1
1797220.SAMN04315319.GCA_001767915.1	45.9	GCA_001767915.1			2133029		GB_GCA_001767915.1
1913988.SAMN17180981.GCA_016794145.1	44.7	GCA_016794145.1	0	0	1887449	1	GB_GCA_016794145.1
1913988.SAMN17180979.GCA_016794305.1	48.8	GCA_016794305.1	0	0	1939570	1	GB_GCA_016794305.1
1946930.SAMN06450705.GCA_002421905.1	46.5	GCA_002421905.1	1	0	2284549	0	GB_GCA_002421905.1
1946924.SAMN06455622.GCA_002425415.1	44.8	GCA_002425415.1	0	0	2175647	1	GB_GCA_002425415.1
349221.SAMN15434389.GCA_016432265.1	54.1	GCA_016432265.1	1	0	2456734	0	GB_GCA_016432265.1
856793.SAMN02604252.GCA_000226315.1	54.7	GCA_000226315.1	1	0	2481983	0	RS_GCF_000226315.1
349215.SAMN02604326.GCA_000348745.1	55.0	GCA_000348745.1			2458610		RS_GCF_000348745.1
1913988.SAMN18059879.GCA_017302165.1	49.3	GCA_017302165.1	0	0	2002075	1	GB_GCA_017302165.1
1946939.SAMN06452850.GCA_002482805.1	51.9	GCA_002482805.1	1	0	2146143	0	GB_GCA_002482805.1
349221.SAMN07426529.GCA_003241475.1	52.3	GCA_003241475.1			2318442		GB_GCA_003241475.1
